LNR,RESPONSE
1754,0.3997044732845174
1770,0.41303556239996986
1465,0.3637309562334229
1470,0.32214388721842724
1478,0.3619082921559456
1782,0.40131033869950244
1485,0.3719022518132267
1519,0.45628877338402474
1835,0.3931522607122075
1522,0.37875695280863164
1539,0.30576317359071514
1853,0.48055094354505046
1856,0.3377107363311174
2502,0.3849070581872415
2182,0.5035590102932864
2191,0.36874764797277054
2522,0.42816360843990614
2530,0.40770179649994065
2215,0.40918458537221786
2550,0.44284361744432105
2570,0.39010109301518303
2574,0.317455665886162
2579,0.34914092522731044
2247,0.4276186926135417
2674,0.427148725606073
11434,0.38856991308431355
11122,0.4428706211532771
11127,0.4168152693244018
11443,0.3982635412685417
11170,0.4882166552351104
11191,0.40023485823258076
11198,0.4225246282180774
10936,0.46101931758012293
11244,0.4525929520952881
11247,0.4061002420687649
11252,0.4188757625385688
11259,0.4815963317776237
10945,0.3683506116763536
10951,0.3967071086751664
11271,0.42844944342587044
10963,0.4424735871806682
11282,0.36813900413490686
11291,0.42258003999056515
10980,0.31809389056367726
10994,0.3671234647562003
10998,0.4882166552351104
11303,0.33200499811512485
11630,0.3178002811509804
11636,0.31088641594303873
11949,0.36906196610463105
11950,0.43128071320764
11956,0.4128475647229754
11648,0.4882166552351104
11653,0.34492509206075056
11967,0.35589904919780835
11972,0.29974166362320626
11975,0.33303186482250635
12110,0.43765442145971534
12113,0.4576695897318202
11712,0.37839793150523077
11716,0.4423464641676704
12000,0.3790158409020253
11722,0.4012536003538568
12023,0.4882166552351104
12046,0.36617659682156345
11762,0.4815963317776237
12071,0.43199310990182604
12077,0.3469607369434963
11785,0.3905210085398734
11788,0.39753263426409774
11790,0.3344792116909159
11800,0.39115018689924896
11806,0.24785322154871264
11816,0.3422008221539483
11505,0.3721565723908837
11837,0.3454094683739172
11531,0.4041742697704154
11848,0.32752856408550945
11854,0.31608972261839613
11877,0.408760516439574
11563,0.3386771129591947
11567,0.38362893971873624
11894,0.33302857859308754
11906,0.41910313143995487
11917,0.4882166552351104
11610,0.4882166552351104
11923,0.38657311184036147
12596,0.3378251238279962
12603,0.29719227657841674
12608,0.4074737667653935
12633,0.35269599284597314
12637,0.35131759891134573
21484,0.4815963317776237
21184,0.3573203076313295
21247,0.2991714747283266
20991,0.3466238864573718
21018,0.3610367882435302
21019,0.44199220043701354
21047,0.3767684677186833
21054,0.4114924624157191
21374,0.3961582154204041
21392,0.39397798964593045
21713,0.3522153815281543
22019,0.3792719118524514
22025,0.46876727996913
21722,0.4513708310876369
21728,0.3322744753097789
22039,0.4882166552351104
22044,0.3684160867603187
61900,0.35711994251917806
62548,0.40528067808397245
63176,0.40820461500133765
64473,0.3763104916638872
64779,0.4179859898512382
64780,0.34260644645468075
64784,0.27298314867246115
65105,0.4882166552351104
65431,0.42102454610590523
65433,0.431273382676325
66055,0.37026497716157636
66071,0.4882166552351104
61280,0.38684184202810884
61281,0.3725525819150354
61284,0.3474413759712818
61597,0.3526716669228291
61606,0.33755426038125774
62235,0.4151242380307682
62240,0.3756659756183267
62241,0.3680403261177535
62555,0.440738097539437
62557,0.43780223860125916
62565,0.3459721324663471
62566,0.49071076089936033
63515,0.34191675811001054
63524,0.43777492535863144
64797,0.4362024844513636
65116,0.4423464641676704
75249,0.4179989589737589
75253,0.4492734254158672
75575,0.4812299121304517
76212,0.3314606587114306
71422,0.3377075279474598
72059,0.3375877166380984
72060,0.44750236846967384
72383,0.347726132554971
72386,0.3948502944220792
72700,0.3652104436560245
72715,0.2883550178984731
73028,0.41308376308896455
73346,0.42220472704898915
73658,0.43407280121246666
73662,0.46489991280071047
73666,0.4986021670472647
73668,0.47368921939923603
73985,0.4447644597453194
74299,0.3868048772639374
74310,0.32817591862318696
74312,0.40394390554808796
74619,0.43099847997132995
74620,0.2900558316599462
74627,0.315612128262329
74938,0.3475133387548488
74952,0.3372332491085038
75911,0.41534699405864195
75913,0.3219179624876202
76221,0.4204805536557238
76227,0.3525453158352081
71448,0.3691323683129704
15887,0.3143335196792529
15498,0.3047088349688623
15504,0.5070553653724208
15507,0.3673440356287371
15521,0.333242429640054
24403,0.37741534241497676
24100,0.44620073590847026
24436,0.4081589829569248
24440,0.3660813228992984
24442,0.46101931758012293
24148,0.30522280157929876
24149,0.34058459673950325
24155,0.3848687760092136
24458,0.39692212497348756
24169,0.2996921723063354
24477,0.47814092131292796
24479,0.4230751997785922
24486,0.35326640959460415
24190,0.4421156925608685
24515,0.46699098743967793
24214,0.36728994554867817
25183,0.4882166552351104
25207,0.3259430966298435
24889,0.4041620223453921
24890,0.36957245531506006
25226,0.45646851358394036
25232,0.4509371266962648
25244,0.2893025170148838
25339,0.4093795815015998
25355,0.4358102779582165
24958,0.37657931923321536
25277,0.4001415481253829
25286,0.4247203817888064
24988,0.4882166552351104
25298,0.34112552260018164
25309,0.46240865908339585
25315,0.3550924909190524
25014,0.4812299121304517
25322,0.4047382803145446
25333,0.3785076188568388
25025,0.4947820598702528
24726,0.386021775663462
24735,0.4815963317776237
25055,0.385073541836247
25056,0.41175374191295416
24746,0.404294616717325
25061,0.36549224909183836
25067,0.43912147460331125
25074,0.37166400214204853
24773,0.3802596351592289
25080,0.4815963317776237
25086,0.3474383128439645
25088,0.43237089342368973
24777,0.3719914926910944
24796,0.43150406702850036
25104,0.3494962648056127
24806,0.34953195128432546
25118,0.4141331648516731
24822,0.4812299121304517
82811,0.39826333979797107
83449,0.4190688952071809
83459,0.4815963317776237
83770,0.4882166552351104
84091,0.3531179222841308
84096,0.3108697253737358
84737,0.3690683303360273
85048,0.4740768708617743
85049,0.37718721295324253
85051,0.4054435841907153
85369,0.33698979557806186
85374,0.40825421214001006
85380,0.45422926040740264
82190,0.39226287736415794
82505,0.4685966359021846
82515,0.33992868843233515
82517,0.3208312007373658
82821,0.5072694872619699
83140,0.5133272598708768
788,0.30560395879395996
1102,0.2948230541847399
1109,0.31875125827990447
821,0.39367537899917
829,0.36370748538640174
837,0.4386521077319554
845,0.4909868640849889
1163,0.41785719827771906
861,0.4815963317776237
899,0.33370815082737926
1207,0.419187356895436
906,0.41082377536783726
1221,0.4235840233383367
1545,0.38130105179369844
1546,0.4262745535763049
1555,0.513551464030948
1556,0.4276644734766645
1879,0.3004684929183449
1885,0.4138760124015786
1593,0.25615530229937306
1902,0.43741837429081415
1611,0.39781902305831657
1921,0.3192893304644587
1927,0.39373804310693233
1651,0.41656876784417096
1978,0.46268860692984837
1718,0.3246743966259951
1722,0.3487445023482124
1734,0.3426130675135491
41705,0.43950068417560506
41711,0.4882166552351104
41712,0.3719863466730197
42029,0.3932123721289576
42347,0.4267186906298782
42352,0.3372037549759219
42353,0.3357461414495677
42671,0.3008998246207535
42987,0.36650486121116943
43310,0.42836575462630455
43627,0.37779646780487075
43629,0.36787825411523223
43945,0.4619740695904002
43953,0.3049029007713249
43954,0.43663432762172455
43961,0.36677784912205424
44280,0.35576646728508643
44917,0.33839929102095456
44924,0.330133916364719
44927,0.3255147804933503
45244,0.4242246576783176
45570,0.3610549046839171
45584,0.42492730845667204
41721,0.3302936372106711
41739,0.4882166552351104
42054,0.4227850155370722
42369,0.3171501980271637
42689,0.4116684577092827
43019,0.3318472252270591
43331,0.40417957789199327
51328,0.38109315325074816
51644,0.3800780122707167
51653,0.38806206533425924
51969,0.40566851248256214
52308,0.45907935806288913
52310,0.3722797327324968
52626,0.44439216548692634
52638,0.31775036058504696
52940,0.34236186244351224
52954,0.4729513856274976
55194,0.46201308784975104
55196,0.4139400687199651
55526,0.4882166552351104
55847,0.4349733389850992
55848,0.46101931758012293
51024,0.4882166552351104
51031,0.35242818986319546
51342,0.3914941856219374
51348,0.4484164824144395
51666,0.4221281585033811
51674,0.36039031088725126
51680,0.41846677511410335
52331,0.3822518658805501
53302,0.4815963317776237
82163,0.41457451284531566
82481,0.3917193796654015
82498,0.3919249047543428
55852,0.4815963317776237
55858,0.3730885752734462
55859,0.4102901370583426
51037,0.4815963317776237
51039,0.3184644658109754
51683,0.3524006139851631
51685,0.42787818389905236
51695,0.38500517045216237
51702,0.3909838066010385
52343,0.3558111958168659
52353,0.4740768708617743
53314,0.4882166552351104
53322,0.4908512390181881
53950,0.3542916413578815
54597,0.38973147344227704
54925,0.3513810502828148
55245,0.4266798803146188
55558,0.5167886399703788
55882,0.366468350033921
51384,0.4261790132814914
51703,0.38557009829699107
51706,0.3449628712413872
51711,0.43407677594626426
52041,0.3560190514455941
52047,0.38635128686500336
52369,0.3944859342653141
52689,0.3801434353695858
53331,0.3149830083770906
53341,0.33323973821429165
63455,0.35634384580538936
63780,0.39746859592113337
63783,0.4815963317776237
64096,0.3548217088025439
64104,0.33985335884020756
64109,0.3369878821412368
64422,0.4109171976899365
65391,0.46101931758012293
65705,0.29072267463415435
65709,0.38092779488145595
61568,0.48147264539446893
62203,0.3749102437593391
62850,0.362610224304353
62851,0.509787124619191
63164,0.3235519707414764
63491,0.3144451232401494
63796,0.39277490949566973
63799,0.35643744163241253
63802,0.3844409574935102
63812,0.4134142830092884
64127,0.47858437788172103
64449,0.41747113330843555
64771,0.33061769253757217
65082,0.4882166552351104
65399,0.2896688584018461
66039,0.4882166552351104
66048,0.3232235156796009
71758,0.46226962755845635
72077,0.4815963317776237
72087,0.4882166552351104
72405,0.36076303158572814
72723,0.4554783392113576
72735,0.36706065851379904
73046,0.39319878182315265
73682,0.3764285006816609
73694,0.33168035123804507
73696,0.38783764469750154
74317,0.4260533296322665
74974,0.37025333545902384
75286,0.3563237223641414
75605,0.2976804692502257
75612,0.4740768708617743
75929,0.45580749538605375
76239,0.3141465167838581
71471,0.2515965280240124
71776,0.39627816929279336
71779,0.4812299121304517
72112,0.40059206211860143
72417,0.4123272827391752
72420,0.35100377450752995
72425,0.41845968130459615
73073,0.3756104893638823
73393,0.3705758244045172
73714,0.4219086324485348
74337,0.4182978953800836
74347,0.48869332354013195
74354,0.47391941777682944
74666,0.43242431281977906
74667,0.4815963317776237
74990,0.4249440828326459
75949,0.325011689759693
75952,0.3035702357941435
71486,0.4458983047011872
71805,0.4163321583225318
71813,0.4542060104479614
72130,0.3593785408629836
72437,0.40130697852501934
82469,0.46101931758012293
82788,0.34513400184383597
82793,0.4740768708617743
83111,0.4729241776184022
83113,0.3909489130214223
83420,0.4176519012168015
83425,0.34471880525596144
83428,0.46101931758012293
83433,0.3739456482669037
83759,0.4112271728713863
84381,0.4488108298213013
84709,0.4456095351558633
85024,0.4450915390056891
85026,0.4519223891173978
85671,0.44644954492221056
35158,0.39523657420050556
34851,0.33368541521277856
34853,0.37797069069677847
34859,0.3849252477034809
35162,0.40366665719829825
35165,0.4740768708617743
34865,0.365946234160339
34877,0.3441445450023434
34898,0.31828627053410175
35203,0.34730075859401294
34902,0.426262698129621
34907,0.2820642613138442
34930,0.3804716709077784
34939,0.35150765901038106
35249,0.4382915357343993
35561,0.4646298466109204
35568,0.4740768708617743
35572,0.32591683385872
35574,0.46881515806264323
35575,0.3800109191587555
35889,0.4423464641676704
35583,0.3829917985974765
35587,0.3272522896267925
35597,0.42753313961492945
35900,0.3066008553711421
35602,0.46935215235295297
